"Reservoir","Site","DateTime","StartDepth_m","EndDepth_m","Rep","CollectionMethod","Taxon","Density_IndPerL","MeanLength_mm","MeanWeight_ug","Biomass_ugL","Flag_MeanLength_mm","Flag_MeanWeight_ug","Flag_Biomass_ugL"
"BVR",50,2021-07-08 00:00:01,7,7,1,"Schindler","Trichocerca",0.0333333333333333,0.189473684210526,0.353712202945036,0.0117904067648345,0,0,0
"BVR",50,2021-07-08 00:00:01,7,7,1,"Schindler","Tylotrocha",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,7,7,1,"Schindler","Nauplius",1.46666666666667,0.185645933014354,39.8977228183807,1.32992409394602,0,0,0
"BVR",50,2021-07-08 00:00:01,8,8,1,"Schindler","Ascomorpha",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,8,8,1,"Schindler","Asplanchna",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,8,8,1,"Schindler","Bosmina",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,8,8,1,"Schindler","Brachionus",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,8,8,1,"Schindler","Calanoida",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,8,8,1,"Schindler","Ceriodaphnia",0.0333333333333333,0.568421052631579,2.85840822795141,0.0952802742650471,0,0,0
"BVR",50,2021-07-08 00:00:01,8,8,1,"Schindler","Chydorus",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,8,8,1,"Schindler","Cladocera",0.166666666666667,0.673684210526316,10.7806928033582,0.359356426778605,0,0,0
"BVR",50,2021-07-08 00:00:01,8,8,1,"Schindler","Collotheca",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,8,8,1,"Schindler","Conochiloides",0.2,0.128070175438597,0.333000145793848,0.0111000048597949,0,0,0
"BVR",50,2021-07-08 00:00:01,8,8,1,"Schindler","Conochilus",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,8,8,1,"Schindler","Copepoda",6.53333333333333,0.205714285714286,126.031769161757,4.20105897205855,0,0,0
"BVR",50,2021-07-08 00:00:01,8,8,1,"Schindler","Cyclopoida",0.5,0.274385964912281,5.82071841294956,0.194023947098319,0,0,0
"BVR",50,2021-07-08 00:00:01,8,8,1,"Schindler","Daphnia",0.1,0.656140350877193,5.37238308444619,0.179079436148206,0,0,0
"BVR",50,2021-07-08 00:00:01,8,8,1,"Schindler","Diaphanosoma",0.0333333333333333,0.831578947368421,2.54990149096055,0.0849967163653515,0,0,0
"BVR",50,2021-07-08 00:00:01,8,8,1,"Schindler","Euchlanis",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,8,8,1,"Schindler","Filinia",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,8,8,1,"Schindler","Gastropus",0.333333333333333,0.119298245614035,0.343917966661807,0.0114639322220602,0,0,0
"BVR",50,2021-07-08 00:00:01,8,8,1,"Schindler","Hexarthra",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,8,8,1,"Schindler","Kellicottia",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,8,8,1,"Schindler","Keratella",1.76666666666667,0.115789473684211,0.987334596880012,0.0329111532293337,0,0,0
"BVR",50,2021-07-08 00:00:01,8,8,1,"Schindler","Lecane",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,8,8,1,"Schindler","Lepadella",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,8,8,1,"Schindler","Monostyla",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,8,8,1,"Schindler","Polyarthra",0.0666666666666667,0.0842105263157895,0.0334416095640764,0.00111472031880255,0,0,0
"BVR",50,2021-07-08 00:00:01,8,8,1,"Schindler","Pompholyx",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,8,8,1,"Schindler","Rotifera",2.4,0.12,3.20484754045779,0.106828251348593,0,0,0
"BVR",50,2021-07-08 00:00:01,8,8,1,"Schindler","Sida",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,8,8,1,"Schindler","Synchaeta",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,8,8,1,"Schindler","Trichocerca",0.0333333333333333,0.189473684210526,0.353712202945036,0.0117904067648345,0,0,0
"BVR",50,2021-07-08 00:00:01,8,8,1,"Schindler","Tylotrocha",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,8,8,1,"Schindler","Nauplius",6.03333333333333,0.154210526315789,150.998839597431,5.0332946532477,0,0,0
"BVR",50,2021-07-08 00:00:01,10,0.1,2,"Tow","Ascomorpha",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,0.1,2,"Tow","Asplanchna",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,0.1,2,"Tow","Bosmina",44.428850565122,0.326315789473684,0.842151706790361,37.4158323341514,0,0,0
"BVR",50,2021-07-08 00:00:01,10,0.1,2,"Tow","Brachionus",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,0.1,2,"Tow","Calanoida",88.857701130244,0.289473684210526,2.24653939575398,99.8111631026129,0,0,0
"BVR",50,2021-07-08 00:00:01,10,0.1,2,"Tow","Ceriodaphnia",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,0.1,2,"Tow","Chydorus",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,0.1,2,"Tow","Cladocera",533.146206781464,0.589473684210526,24.2181406914455,1075.98415374533,0,0,0
"BVR",50,2021-07-08 00:00:01,10,0.1,2,"Tow","Collotheca",44.428850565122,0.2,1.44,63.9775448137757,0,0,0
"BVR",50,2021-07-08 00:00:01,10,0.1,2,"Tow","Conochiloides",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,0.1,2,"Tow","Conochilus",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,0.1,2,"Tow","Copepoda",7908.33540059172,0.218157894736842,122.931581253949,5461.70885326584,0,0,0
"BVR",50,2021-07-08 00:00:01,10,0.1,2,"Tow","Cyclopoida",888.57701130244,0.269924812030075,6.39807068466079,284.258926353882,0,0,0
"BVR",50,2021-07-08 00:00:01,10,0.1,2,"Tow","Daphnia",266.573103390732,0.84421052631579,20.6051008699097,915.460947428483,0,0,0
"BVR",50,2021-07-08 00:00:01,10,0.1,2,"Tow","Diaphanosoma",44.428850565122,0.357894736842105,0.221698513602227,9.84981013134301,0,0,0
"BVR",50,2021-07-08 00:00:01,10,0.1,2,"Tow","Euchlanis",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,0.1,2,"Tow","Filinia",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,0.1,2,"Tow","Gastropus",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,0.1,2,"Tow","Hexarthra",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,0.1,2,"Tow","Kellicottia",44.428850565122,0.115789473684211,0.00465723866452836,0.206915760672439,0,0,0
"BVR",50,2021-07-08 00:00:01,10,0.1,2,"Tow","Keratella",1421.7232180839,0.115789473684211,0.59612654905963,26.4852173660722,0,0,0
"BVR",50,2021-07-08 00:00:01,10,0.1,2,"Tow","Lecane",44.428850565122,0.115789473684211,0.0155241288817612,0.689719202241463,0,0,0
"BVR",50,2021-07-08 00:00:01,10,0.1,2,"Tow","Lepadella",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,0.1,2,"Tow","Monostyla",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,0.1,2,"Tow","Polyarthra",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,0.1,2,"Tow","Pompholyx",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,0.1,2,"Tow","Rotifera",1643.86747090951,0.123219814241486,3.84622303028224,170.88326825254,0,0,0
"BVR",50,2021-07-08 00:00:01,10,0.1,2,"Tow","Sida",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,0.1,2,"Tow","Synchaeta",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,0.1,2,"Tow","Trichocerca",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,0.1,2,"Tow","Tylotrocha",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,0.1,2,"Tow","Nauplius",6975.32953872416,0.181473684210526,140.966925431594,6262.998464625,0,0,0
"BVR",50,2021-07-08 00:00:01,9,9,1,"Schindler","Ascomorpha",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,9,9,1,"Schindler","Asplanchna",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,9,9,1,"Schindler","Bosmina",0.0333333333333333,0.252631578947368,0.33054810472158,0.011018270157386,0,0,0
"BVR",50,2021-07-08 00:00:01,9,9,1,"Schindler","Brachionus",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,9,9,1,"Schindler","Calanoida",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,9,9,1,"Schindler","Ceriodaphnia",0.0333333333333333,0.547368421052632,2.58135103879724,0.0860450346265747,0,0,0
"BVR",50,2021-07-08 00:00:01,9,9,1,"Schindler","Chydorus",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,9,9,1,"Schindler","Cladocera",0.166666666666667,0.673684210526316,15.662265138367,0.522075504612235,0,0,0
"BVR",50,2021-07-08 00:00:01,9,9,1,"Schindler","Collotheca",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,9,9,1,"Schindler","Conochiloides",0.0666666666666667,0.178947368421053,0.301067794139087,0.0100355931379696,0,0,0
"BVR",50,2021-07-08 00:00:01,9,9,1,"Schindler","Conochilus",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,9,9,1,"Schindler","Copepoda",2.93333333333333,0.201052631578947,59.3167332528571,1.9772244417619,0,0,0
"BVR",50,2021-07-08 00:00:01,9,9,1,"Schindler","Cyclopoida",0.333333333333333,0.270526315789474,3.00180132107014,0.100060044035671,0,0,0
"BVR",50,2021-07-08 00:00:01,9,9,1,"Schindler","Daphnia",0.1,0.856140350877193,12.7503659948482,0.425012199828274,0,0,0
"BVR",50,2021-07-08 00:00:01,9,9,1,"Schindler","Diaphanosoma",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,9,9,1,"Schindler","Euchlanis",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,9,9,1,"Schindler","Filinia",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,9,9,1,"Schindler","Gastropus",0.3,0.111111111111111,0.252888176118968,0.00842960587063226,0,0,0
"BVR",50,2021-07-08 00:00:01,9,9,1,"Schindler","Hexarthra",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,9,9,1,"Schindler","Kellicottia",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,9,9,1,"Schindler","Keratella",1.26666666666667,0.115789473684211,0.70790027700831,0.023596675900277,0,0,0
"BVR",50,2021-07-08 00:00:01,9,9,1,"Schindler","Lecane",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,9,9,1,"Schindler","Lepadella",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,9,9,1,"Schindler","Monostyla",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,9,9,1,"Schindler","Polyarthra",0.0333333333333333,0.115789473684211,0.0434675608689314,0.00144891869563105,0,0,0
"BVR",50,2021-07-08 00:00:01,9,9,1,"Schindler","Pompholyx",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,9,9,1,"Schindler","Rotifera",1.7,0.121281464530892,2.1916865051947,0.0730562168398233,0,0,0
"BVR",50,2021-07-08 00:00:01,9,9,1,"Schindler","Sida",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,9,9,1,"Schindler","Synchaeta",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,9,9,1,"Schindler","Trichocerca",0.0333333333333333,0.157894736842105,0.204694561889488,0.00682315206298295,0,0,0
"BVR",50,2021-07-08 00:00:01,9,9,1,"Schindler","Tylotrocha",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,9,9,1,"Schindler","Nauplius",2.6,0.166315789473684,67.1572679226478,2.23857559742159,0,0,0
"BVR",50,2021-07-08 00:00:01,10,10,1,"Schindler","Ascomorpha",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,10,1,"Schindler","Asplanchna",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,10,1,"Schindler","Bosmina",0.0333333333333333,0.263157894736842,0.38379466055758,0.0127931553519193,0,0,0
"BVR",50,2021-07-08 00:00:01,10,10,1,"Schindler","Brachionus",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,10,1,"Schindler","Calanoida",0.0666666666666667,0.194736842105263,1.8612034915115,0.0620401163837165,0,0,0
"BVR",50,2021-07-08 00:00:01,10,10,1,"Schindler","Ceriodaphnia",0.0333333333333333,0.463157894736842,1.60838654956492,0.0536128849854973,0,0,0
"BVR",50,2021-07-08 00:00:01,10,10,1,"Schindler","Chydorus",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,10,1,"Schindler","Cladocera",0.533333333333333,0.748684210526316,51.3435797969981,1.71145265989994,0,0,0
"BVR",50,2021-07-08 00:00:01,10,10,1,"Schindler","Collotheca",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,10,1,"Schindler","Conochiloides",0.0333333333333333,0.136842105263158,0.0666242892549935,0.00222080964183312,0,0,0
"BVR",50,2021-07-08 00:00:01,10,10,1,"Schindler","Conochilus",0.0333333333333333,0.115789473684211,0.0403627350925791,0.00134542450308597,0,0,0
"BVR",50,2021-07-08 00:00:01,10,10,1,"Schindler","Copepoda",0.866666666666667,0.191157894736842,20.8364414089919,0.694548046966395,0,0,0
"BVR",50,2021-07-08 00:00:01,10,10,1,"Schindler","Cyclopoida",0.133333333333333,0.302631578947368,1.74691981565009,0.0582306605216698,0,0,0
"BVR",50,2021-07-08 00:00:01,10,10,1,"Schindler","Daphnia",0.466666666666667,0.803759398496241,49.3513985868756,1.64504661956252,0,0,0
"BVR",50,2021-07-08 00:00:01,10,10,1,"Schindler","Diaphanosoma",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,10,1,"Schindler","Euchlanis",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,10,1,"Schindler","Filinia",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,10,1,"Schindler","Gastropus",0.1,0.115789473684211,0.0931447732905672,0.00310482577635224,0,0,0
"BVR",50,2021-07-08 00:00:01,10,10,1,"Schindler","Hexarthra",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,10,1,"Schindler","Kellicottia",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,10,1,"Schindler","Keratella",2.43333333333333,0.114736842105263,1.3260946493658,0.0442031549788599,0,0,0
"BVR",50,2021-07-08 00:00:01,10,10,1,"Schindler","Lecane",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,10,1,"Schindler","Lepadella",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,10,1,"Schindler","Monostyla",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,10,1,"Schindler","Polyarthra",0.0333333333333333,0.115789473684211,0.0434675608689314,0.00144891869563105,0,0,0
"BVR",50,2021-07-08 00:00:01,10,10,1,"Schindler","Pompholyx",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,10,1,"Schindler","Rotifera",2.66666666666667,0.119504643962848,3.17025668293269,0.105675222764423,0,0,0
"BVR",50,2021-07-08 00:00:01,10,10,1,"Schindler","Sida",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,10,1,"Schindler","Synchaeta",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,10,1,"Schindler","Trichocerca",0.0333333333333333,0.168421052631579,0.248423385333139,0.00828077951110464,0,0,0
"BVR",50,2021-07-08 00:00:01,10,10,1,"Schindler","Tylotrocha",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 00:00:01,10,10,1,"Schindler","Nauplius",0.733333333333333,0.169924812030075,19.1589828578639,0.638632761928795,0,0,0
"BVR",51,2021-07-08 04:00:00,2,0.1,1,"Tow","Ascomorpha",0,NA,NA,NA,1,0,0
"BVR",51,2021-07-08 04:00:00,2,0.1,1,"Tow","Asplanchna",0,NA,NA,NA,1,0,0
"BVR",51,2021-07-08 04:00:00,2,0.1,1,"Tow","Bosmina",1.7131295498177,0.210526315789474,0.516372873946402,0.294871209693956,0,0,0
"BVR",51,2021-07-08 04:00:00,2,0.1,1,"Tow","Brachionus",0,NA,NA,NA,1,0,0
"BVR",51,2021-07-08 04:00:00,2,0.1,1,"Tow","Calanoida",0,NA,NA,NA,1,0,0
"BVR",51,2021-07-08 04:00:00,2,0.1,1,"Tow","Ceriodaphnia",2.85521591636283,0.511578947368421,12.2551704503758,6.99823154553046,0,0,0
"BVR",51,2021-07-08 04:00:00,2,0.1,1,"Tow","Chydorus",0,NA,NA,NA,1,0,0
"BVR",51,2021-07-08 04:00:00,2,0.1,1,"Tow","Cladocera",6.28147501599822,0.448803827751196,16.8667165856659,9.63162353043485,0,0,0
"BVR",51,2021-07-08 04:00:00,2,0.1,1,"Tow","Collotheca",0,NA,NA,NA,1,0,0
"BVR",51,2021-07-08 04:00:00,2,0.1,1,"Tow","Conochiloides",10.8498204821787,0.124561403508772,0.971338873499539,0.554676442359564,0,0,0
"BVR",51,2021-07-08 04:00:00,2,0.1,1,"Tow","Conochilus",71.9514410923432,0.12,5.74291062837148,3.2794499664751,0,0,0
"BVR",51,2021-07-08 04:00:00,2,0.1,1,"Tow","Copepoda",22.8417273309026,0.268421052631579,41.5210375687788,23.7103054660552,0,0,0
"BVR",51,2021-07-08 04:00:00,2,0.1,1,"Tow","Cyclopoida",6.28147501599822,0.46,15.0667172085467,8.60374615623606,0,0,0
"BVR",51,2021-07-08 04:00:00,2,0.1,1,"Tow","Daphnia",1.7131295498177,0.582456140350877,4.09517326134376,2.33852077521043,0,0,0
"BVR",51,2021-07-08 04:00:00,2,0.1,1,"Tow","Diaphanosoma",0,NA,NA,NA,1,0,0
"BVR",51,2021-07-08 04:00:00,2,0.1,1,"Tow","Euchlanis",0,NA,NA,NA,1,0,0
"BVR",51,2021-07-08 04:00:00,2,0.1,1,"Tow","Filinia",0,NA,NA,NA,1,0,0
"BVR",51,2021-07-08 04:00:00,2,0.1,1,"Tow","Gastropus",0,NA,NA,NA,1,0,0
"BVR",51,2021-07-08 04:00:00,2,0.1,1,"Tow","Hexarthra",0,NA,NA,NA,1,0,0
"BVR",51,2021-07-08 04:00:00,2,0.1,1,"Tow","Kellicottia",0,NA,NA,NA,1,0,0
"BVR",51,2021-07-08 04:00:00,2,0.1,1,"Tow","Keratella",43.3992819287149,0.115789473684211,1.41580055401662,0.808483255244712,0,0,0
"BVR",51,2021-07-08 04:00:00,2,0.1,1,"Tow","Lecane",0,NA,NA,NA,1,0,0
"BVR",51,2021-07-08 04:00:00,2,0.1,1,"Tow","Lepadella",0,NA,NA,NA,1,0,0
"BVR",51,2021-07-08 04:00:00,2,0.1,1,"Tow","Monostyla",0,NA,NA,NA,1,0,0
"BVR",51,2021-07-08 04:00:00,2,0.1,1,"Tow","Polyarthra",0.571043183272565,0.2,0.224,0.127913673053055,0,0,0
"BVR",51,2021-07-08 04:00:00,2,0.1,1,"Tow","Pompholyx",0,NA,NA,NA,1,0,0
"BVR",51,2021-07-08 04:00:00,2,0.1,1,"Tow","Rotifera",129.626802602872,0.135566188197767,24.3955053789094,13.9308870491154,0,0,0
"BVR",51,2021-07-08 04:00:00,2,0.1,1,"Tow","Sida",0,NA,NA,NA,1,0,0
"BVR",51,2021-07-08 04:00:00,2,0.1,1,"Tow","Synchaeta",0,NA,NA,NA,1,0,0
"BVR",51,2021-07-08 04:00:00,2,0.1,1,"Tow","Trichocerca",2.85521591636283,0.204210526315789,2.29482315206298,1.31044311780163,0,0,0
"BVR",51,2021-07-08 04:00:00,2,0.1,1,"Tow","Tylotrocha",0,NA,NA,NA,1,0,0
"BVR",51,2021-07-08 04:00:00,2,0.1,1,"Tow","Nauplius",16.5602523149044,0.161988304093567,24.7590893870189,14.1385092184933,0,0,0
"BVR",50,2021-07-08 04:02:00,4,0.1,1,"Tow","Ascomorpha",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 04:02:00,4,0.1,1,"Tow","Asplanchna",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 04:02:00,4,0.1,1,"Tow","Bosmina",13.7050363985416,0.306766917293233,5.52973216122915,9.47314756797892,0,0,0
"BVR",50,2021-07-08 04:02:00,4,0.1,1,"Tow","Brachionus",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 04:02:00,4,0.1,1,"Tow","Calanoida",1.7131295498177,0.147368421052632,0.818443940890311,1.40210050000844,0,0,0
"BVR",50,2021-07-08 04:02:00,4,0.1,1,"Tow","Ceriodaphnia",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 04:02:00,4,0.1,1,"Tow","Chydorus",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 04:02:00,4,0.1,1,"Tow","Cladocera",46.2544978450778,0.542736842105263,49.8321458405349,85.3689215702453,0,0,0
"BVR",50,2021-07-08 04:02:00,4,0.1,1,"Tow","Collotheca",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 04:02:00,4,0.1,1,"Tow","Conochiloides",6.85251819927078,0.113157894736842,0.151413325557662,0.259390642248997,0,0,0
"BVR",50,2021-07-08 04:02:00,4,0.1,1,"Tow","Conochilus",15.4181659483593,0.129323308270677,0.514036781704955,0.880611600431947,0,0,0
"BVR",50,2021-07-08 04:02:00,4,0.1,1,"Tow","Copepoda",42.8282387454424,0.193859649122807,20.0912486954994,34.4189118329963,0,0,0
"BVR",50,2021-07-08 04:02:00,4,0.1,1,"Tow","Cyclopoida",6.85251819927078,0.360526315789474,2.27760241038537,3.90182799196718,0,0,0
"BVR",50,2021-07-08 04:02:00,4,0.1,1,"Tow","Daphnia",22.27068414763,0.782456140350877,40.4878393775346,69.3609140459269,0,0,0
"BVR",50,2021-07-08 04:02:00,4,0.1,1,"Tow","Diaphanosoma",1.7131295498177,0.305263157894737,0.136548532441771,0.233925325910237,0,0,0
"BVR",50,2021-07-08 04:02:00,4,0.1,1,"Tow","Euchlanis",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 04:02:00,4,0.1,1,"Tow","Filinia",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 04:02:00,4,0.1,1,"Tow","Gastropus",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 04:02:00,4,0.1,1,"Tow","Hexarthra",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 04:02:00,4,0.1,1,"Tow","Kellicottia",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 04:02:00,4,0.1,1,"Tow","Keratella",111.35342073815,0.114736842105263,1.18076920833941,2.02281062232109,0,0,0
"BVR",50,2021-07-08 04:02:00,4,0.1,1,"Tow","Lecane",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 04:02:00,4,0.1,1,"Tow","Lepadella",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 04:02:00,4,0.1,1,"Tow","Monostyla",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 04:02:00,4,0.1,1,"Tow","Polyarthra",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 04:02:00,4,0.1,1,"Tow","Pompholyx",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 04:02:00,4,0.1,1,"Tow","Rotifera",137.050363985416,0.128146453089245,7.41339046761792,12.7000982744131,0,0,0
"BVR",50,2021-07-08 04:02:00,4,0.1,1,"Tow","Sida",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 04:02:00,4,0.1,1,"Tow","Synchaeta",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 04:02:00,4,0.1,1,"Tow","Trichocerca",3.42625909963539,0.221052631578947,1.39847324682898,2.39576584377223,0,0,0
"BVR",50,2021-07-08 04:02:00,4,0.1,1,"Tow","Tylotrocha",0,NA,NA,NA,1,0,0
"BVR",50,2021-07-08 04:02:00,4,0.1,1,"Tow","Nauplius",35.9757205461716,0.160526315789474,17.8604961541588,30.5973437360947,0,0,0
"BVR",51,2021-07-08 04:05:00,2,0.1,2,"Tow","Ascomorpha",0,NA,NA,NA,1,0,0
"BVR",51,2021-07-08 04:05:00,2,0.1,2,"Tow","Asplanchna",0,NA,NA,NA,1,0,0
"BVR",51,2021-07-08 04:05:00,2,0.1,2,"Tow","Bosmina",0,NA,NA,NA,1,0,0
"BVR",51,2021-07-08 04:05:00,2,0.1,2,"Tow","Brachionus",0,NA,NA,NA,1,0,0
"BVR",51,2021-07-08 04:05:00,2,0.1,2,"Tow","Calanoida",0,NA,NA,NA,1,0,0
"BVR",51,2021-07-08 04:05:00,2,0.1,2,"Tow","Ceriodaphnia",2.28417273309026,0.45,6.27107573055004,3.58105504771662,0,0,0
"BVR",51,2021-07-08 04:05:00,2,0.1,2,"Tow","Chydorus",0,NA,NA,NA,1,0,0
"BVR",51,2021-07-08 04:05:00,2,0.1,2,"Tow","Cladocera",3.42625909963539,0.449122807017544,7.14655444778477,4.08099120129372,0,0,0
"BVR",51,2021-07-08 04:05:00,2,0.1,2,"Tow","Collotheca",0,NA,NA,NA,1,0,0
"BVR",51,2021-07-08 04:05:00,2,0.1,2,"Tow","Conochiloides",12.5629500319964,0.12046783625731,1.02482059257099,0.585216813465017,0,0,0
"BVR",51,2021-07-08 04:05:00,2,0.1,2,"Tow","Conochilus",60.5305774268919,0.123684210526316,5.49914214900131,3.14024763803405,0,0,0
"BVR",51,2021-07-08 04:05:00,2,0.1,2,"Tow","Copepoda",17.7023386814495,0.214035087719298,27.2232605150379,15.5456573435656,0,0,0
"BVR",51,2021-07-08 04:05:00,2,0.1,2,"Tow","Cyclopoida",3.42625909963539,0.426315789473684,4.95220580852942,2.82792336912353,0,0,0
"BVR",51,2021-07-08 04:05:00,2,0.1,2,"Tow","Daphnia",0,NA,NA,NA,1,0,0
"BVR",51,2021-07-08 04:05:00,2,0.1,2,"Tow","Diaphanosoma",1.14208636654513,0.447368421052632,0.875478717234728,0.499936153577101,0,0,0
"BVR",51,2021-07-08 04:05:00,2,0.1,2,"Tow","Euchlanis",0,NA,NA,NA,1,0,0
"BVR",51,2021-07-08 04:05:00,2,0.1,2,"Tow","Filinia",0,NA,NA,NA,1,0,0
"BVR",51,2021-07-08 04:05:00,2,0.1,2,"Tow","Gastropus",0,NA,NA,NA,1,0,0
"BVR",51,2021-07-08 04:05:00,2,0.1,2,"Tow","Hexarthra",0,NA,NA,NA,1,0,0
